instrument,family,config_id,config_json,development_trades,gross_expectancy_r,base_cost_expectancy_r,cost_2x_expectancy_r,haircut_0_70_expectancy_r,median_stop_price,p25_stop_price,round_trip_base_price_cost,round_trip_2x_price_cost,base_cost_ge_median_stop,base_cost_ge_p25_stop,cost_2x_ge_median_stop,cost_2x_ge_p25_stop,first_failing_gate,years_contributing,max_year_share,confirmation_expectancy_r,dsr_confidence,random_entry_95_r,shuffle_95_r,loyo_min_expectancy_r
BTC,F3,10,"{""lookback"":30,""risk_window"":30,""sessions"":[""new_york""],""stop_atr"":1.0,""target_r"":1.0,""threshold"":0.001}",210584,-0.04832275956387972,-6.345226776275831,-12.642130792987784,-6.353133402758538,17.4378333333334,8.337249999999585,70.0,140.0,True,True,True,True,random_entry_95,6,0.18382688143448694,-1.7895385521864575,0.0,0.0037239296432777353,0.0038041826539528148,-7.497869406164851
BTC,F3,11,"{""lookback"":30,""risk_window"":30,""sessions"":[""new_york""],""stop_atr"":1.0,""target_r"":2.0,""threshold"":0.001}",133322,0.0517844016741421,-6.370261414517983,-12.792307230710104,-6.418788911202659,17.082333333331917,8.177416666666431,70.0,140.0,True,True,True,True,random_entry_95,6,0.1882209987848967,-1.7365882657374292,0.0,0.5061396468699839,0.5058594980573349,-7.532203867880249
BTC,F3,12,"{""lookback"":30,""risk_window"":30,""sessions"":[""london""],""stop_atr"":1.0,""target_r"":1.0,""threshold"":0.002}",82319,-0.06752997485392206,-6.016297279726161,-11.965064584598402,-6.024325581231871,17.750666666666802,8.600666666666712,70.0,140.0,True,True,True,True,random_entry_95,6,0.22167421858866118,-2.1120579414019462,0.0,0.0057860275270593614,0.00494782492498694,-7.36714135867545
BTC,F3,13,"{""lookback"":30,""risk_window"":30,""sessions"":[""london""],""stop_atr"":1.0,""target_r"":2.0,""threshold"":0.002}",54985,0.023879239792670637,-6.122379322899858,-12.268637885592389,-6.168994740627811,17.02066666666633,8.324333333333925,70.0,140.0,True,True,True,True,random_entry_95,6,0.21795035009548058,-2.065298725992596,0.0,0.510958443211785,0.5117577521142129,-7.493864381704025
BTC,F3,14,"{""lookback"":30,""risk_window"":30,""sessions"":[""new_york""],""stop_atr"":1.0,""target_r"":1.0,""threshold"":0.002}",160211,-0.061025772262828654,-5.213192398415005,-10.365359024567182,-5.223086081810382,21.252000000000407,10.108333333333576,70.0,140.0,True,True,True,True,random_entry_95,6,0.20404965951151918,-1.438546069022997,0.0,0.004526530637721504,0.003651434670528232,-6.249252227994126
BTC,F3,15,"{""lookback"":30,""risk_window"":30,""sessions"":[""new_york""],""stop_atr"":1.0,""target_r"":2.0,""threshold"":0.002}",105065,0.027992195307666484,-5.2946591399067815,-10.61731047512123,-5.350847153124419,20.565666666665493,9.806333333332987,70.0,140.0,True,True,True,True,random_entry_95,6,0.20144672345690762,-1.3629709294445673,0.0,0.5075610336458383,0.509642602198639,-6.353189067878817
BTC,F4,0,"{""stop_sigma"":1.0,""target_r"":1.0,""window"":30,""z_entry"":1.5}",304490,0.06202794694294936,-8.508732805481344,-17.079493557905636,-8.519784897527932,14.738355715951911,6.733006204792673,70.0,140.0,True,True,True,True,random_entry_95,6,0.1714867483332786,-1.5958487536382637,0.0,0.0027219284705573246,0.002931459161220398,-9.998242510901699
BTC,F4,1,"{""stop_sigma"":1.0,""target_r"":2.0,""window"":30,""z_entry"":1.5}",197082,0.19266504999342948,-7.776615043116059,-15.745895136225545,-7.834960358742728,16.072500854404097,7.235179473671678,70.0,140.0,True,True,True,True,random_entry_95,6,0.1751200008118448,-1.3904967160573811,0.0,0.5070356501354766,0.5063658781623893,-9.224032154275118
BTC,F4,2,"{""stop_sigma"":1.5,""target_r"":1.0,""window"":30,""z_entry"":1.5}",189678,0.054919432335930767,-5.5168108602618195,-11.088541152859568,-5.540915577308929,22.825345731712787,10.38661513952718,70.0,140.0,True,True,True,True,random_entry_95,6,0.1703887641160282,-1.0397029882488953,0.0,0.0033920644460612172,0.003723151867902445,-6.497929512955104
BTC,F4,3,"{""stop_sigma"":1.5,""target_r"":2.0,""window"":30,""z_entry"":1.5}",83143,0.15832902220419234,-4.068522649030066,-8.295374320264326,-4.179277948463993,30.35917576281372,13.171413308426054,70.0,140.0,True,True,True,True,random_entry_95,6,0.19344983943326557,-0.7873701941143184,0.0,0.5082466353150595,0.5079615842584463,-4.917102851930622
BTC,F4,4,"{""stop_sigma"":1.0,""target_r"":1.0,""window"":30,""z_entry"":2.0}",221160,0.08225508732002346,-8.685671184169934,-17.45359745565989,-8.696284609890412,14.516459537891024,6.6124692424821205,70.0,140.0,True,True,True,True,random_entry_95,6,0.17227346717308736,-1.6342627608437477,0.0,0.0033057514921323882,0.0026808645324651824,-10.198109797363559
BTC,F4,5,"{""stop_sigma"":1.0,""target_r"":2.0,""window"":30,""z_entry"":2.0}",173222,0.20811175896650802,-8.194102782589276,-16.59631732414506,-8.249673199504695,15.334345416088127,6.876273909258316,70.0,140.0,True,True,True,True,random_entry_95,6,0.17311311496230272,-1.46187688403544,0.0,0.5062139912944084,0.5058243179272841,-9.70390066636599
BTC,F4,6,"{""stop_sigma"":1.5,""target_r"":1.0,""window"":30,""z_entry"":2.0}",160596,0.06803246710566734,-5.7269513731359485,-11.521935213377562,-5.749984417662458,22.220556645063425,10.0634947919757,70.0,140.0,True,True,True,True,random_entry_95,6,0.17075767765075095,-1.082209612167323,0.0,0.0039988542678522495,0.0034814067598196692,-6.7509010951406925
BTC,F4,7,"{""stop_sigma"":1.5,""target_r"":2.0,""window"":30,""z_entry"":2.0}",91220,0.16589158599971607,-4.477524256423612,-9.120940098846939,-4.575629433356584,27.170495806379222,12.124048374405902,70.0,140.0,True,True,True,True,random_entry_95,6,0.1873711905283929,-0.8821824386098145,0.0,0.5075690638017979,0.5074556018417014,-5.373676467830513
BTC,F4,8,"{""stop_sigma"":1.0,""target_r"":1.0,""window"":60,""z_entry"":1.5}",191585,0.06759340981227951,-6.021225942352353,-12.110045294516986,-6.0408154065554935,20.297188377033308,9.293242801753877,70.0,140.0,True,True,True,True,random_entry_95,6,0.17273272959782865,-1.1306625378615593,0.0,0.004170994597698146,0.004037894407182186,-7.070673725109297
BTC,F4,9,"{""stop_sigma"":1.0,""target_r"":2.0,""window"":60,""z_entry"":1.5}",115740,0.1765792709777228,-5.549361919631765,-11.275303110241254,-5.631755629074496,22.19905546123755,9.866219354089708,70.0,140.0,True,True,True,True,random_entry_95,6,0.17392431311560394,-0.9874837191126135,0.0,0.5076257128045619,0.5068092275790564,-6.574422479324708
BTC,F4,10,"{""stop_sigma"":1.5,""target_r"":1.0,""window"":60,""z_entry"":1.5}",112000,0.059895290763785865,-3.8621543031126406,-7.784203896989069,-3.900129897238376,31.427113821686362,14.239761904602801,70.0,140.0,True,True,True,True,random_entry_95,6,0.16905357142857144,-0.7379728832984691,0.0,0.005233928571428571,0.003865178571428569,-4.540401246255271
BTC,F4,11,"{""stop_sigma"":1.5,""target_r"":2.0,""window"":60,""z_entry"":1.5}",47833,0.13857596412546103,-2.926655889760259,-5.991887743645979,-3.0636204250952015,41.138795025632135,17.949993905423526,70.0,140.0,True,True,True,True,random_entry_95,6,0.18589676583112077,-0.5543237914403903,0.0,0.5102073882047958,0.5095112161060356,-3.506620874482527
BTC,F4,12,"{""stop_sigma"":1.0,""target_r"":1.0,""window"":60,""z_entry"":2.0}",140892,0.08935130042078741,-6.059739119590142,-12.208829539601071,-6.079244977590627,20.137790734313057,9.214950721810737,70.0,140.0,True,True,True,True,random_entry_95,6,0.17284870681089062,-1.1217477074930196,0.0,0.004500610396615847,0.004630497118360161,-7.106711939232162
BTC,F4,13,"{""stop_sigma"":1.0,""target_r"":2.0,""window"":60,""z_entry"":2.0}",103069,0.19804360768537632,-5.719795864098333,-11.637635335882042,-5.800717819473109,21.33047719672686,9.57598457927088,70.0,140.0,True,True,True,True,random_entry_95,6,0.17081760762207843,-1.0001307398278108,0.0,0.5077962335910895,0.5071180471334736,-6.756599470557354
BTC,F4,14,"{""stop_sigma"":1.5,""target_r"":1.0,""window"":60,""z_entry"":2.0}",95661,0.07155585244090445,-4.044359488045209,-8.160274828531321,-4.080927466065946,30.488276101874362,13.74546645845112,70.0,140.0,True,True,True,True,random_entry_95,6,0.17064425418927254,-0.7534484145876359,0.0,0.005553987518424435,0.00556339574121114,-4.755535340743151
BTC,F4,15,"{""stop_sigma"":1.5,""target_r"":2.0,""window"":60,""z_entry"":2.0}",50988,0.14839537156582772,-3.189748484805911,-6.527892341177647,-3.3208378316783387,38.23328912311672,16.98120069462334,70.0,140.0,True,True,True,True,random_entry_95,6,0.18627912449988232,-0.580754325206532,0.0,0.5107966580371852,0.50915215344787,-3.826879256537511
XAU,F1,0,"{""entry_window"":30,""range_bars"":15,""stop_range"":0.5,""target_r"":1.0}",21898,-0.04091697871951875,-1.622505287385533,-3.2040935960515475,-1.6711745904410777,0.75324999999998,0.45849999999995816,0.82,1.64,True,True,True,True,random_entry_95,13,0.09804548360580875,-1.2487700933196435,0.0,0.009790848479313174,0.011060370810119643,-1.6764170263502756
XAU,F1,1,"{""entry_window"":30,""range_bars"":15,""stop_range"":0.5,""target_r"":2.0}",17557,0.04873898504074359,-1.5996242537795309,-3.247987492599806,-1.7668594226948173,0.7294999999999163,0.4459999999999127,0.82,1.64,True,True,True,True,random_entry_95,13,0.09705530557612348,-1.2138506582856226,0.0,0.5183943726149115,0.5196673691405137,-1.6545685369431498
XAU,F1,2,"{""entry_window"":30,""range_bars"":15,""stop_range"":1.0,""target_r"":1.0}",14939,-0.018719112378326516,-0.8337690202151142,-1.6488189280519017,-0.9539179100497709,1.4959999999998672,0.9130000000000109,0.82,1.64,False,False,True,True,random_entry_95,13,0.09732913849655264,-0.6306948066763185,0.0,0.0125510408996586,0.01278532699645224,-0.8605452043614585
XAU,F1,3,"{""entry_window"":30,""range_bars"":15,""stop_range"":1.0,""target_r"":2.0}",11782,0.03963218424886975,-0.8156473189571819,-1.6709268221632332,-1.0860730250062698,1.4500000000000455,0.8930000000000291,0.82,1.64,False,False,True,True,random_entry_95,13,0.09735189271770497,-0.5989931635230309,0.0,0.5249533186216262,0.5214140213885587,-0.8437168973163524
XAU,F1,4,"{""entry_window"":60,""range_bars"":15,""stop_range"":0.5,""target_r"":1.0}",39601,-0.05770056311709453,-1.699663855149069,-3.341627147181043,-1.7449688848077096,0.7245000000000346,0.43499999999994543,0.82,1.64,True,True,True,True,random_entry_95,13,0.0945178152066867,-1.344984969148229,0.0,0.008267467993232492,0.008674023383247893,-1.755708989166662
XAU,F1,5,"{""entry_window"":60,""range_bars"":15,""stop_range"":0.5,""target_r"":2.0}",29749,0.01958756127467507,-1.6843380378315116,-3.388263636937698,-1.8396660866117853,0.7045000000000528,0.4249999999999545,0.82,1.64,True,True,True,True,random_entry_95,13,0.09385189418131702,-1.3046153695144445,0.0,0.514808901139534,0.5143803153047162,-1.7422158376883836
XAU,F1,6,"{""entry_window"":60,""range_bars"":15,""stop_range"":1.0,""target_r"":1.0}",21556,-0.032317907766738714,-0.8398017342139911,-1.6472855606612433,-0.9589685850200371,1.4919999999999618,0.8969999999999345,0.82,1.64,False,False,True,True,random_entry_95,13,0.09528669511968825,-0.6386683782336259,0.0,0.011189460011133771,0.011611616255334937,-0.8654725570490285
XAU,F1,7,"{""entry_window"":60,""range_bars"":15,""stop_range"":1.0,""target_r"":2.0}",15296,0.025166474556758852,-0.800016432926901,-1.6251993404105611,-1.0591505103749614,1.4659999999998945,0.8859999999999673,0.82,1.64,False,False,True,True,random_entry_95,13,0.09623430962343096,-0.5779214895523754,0.0,0.5180733525104603,0.5204269089958159,-0.8249722098461082
XAU,F1,8,"{""entry_window"":30,""range_bars"":30,""stop_range"":0.5,""target_r"":1.0}",12700,-0.07448818897637817,-1.2162121754612198,-2.3579361619460615,-1.294828339349945,1.0405000000000655,0.5965000000001055,0.82,1.64,False,True,True,True,random_entry_95,13,0.10023622047244095,-0.8949369526572656,0.0,0.012669291338582652,0.011826771653543301,-1.2556568106679364
XAU,F1,9,"{""entry_window"":30,""range_bars"":30,""stop_range"":0.5,""target_r"":2.0}",10636,-0.022222540719202027,-1.2086806596376989,-2.3951387785561957,-1.409380519524231,1.0069999999999482,0.5823750000000132,0.82,1.64,False,True,True,True,random_entry_95,13,0.09919142534787515,-0.8575791677429676,0.0,0.5253854832643851,0.5242572395637458,-1.2489163643407362
XAU,F1,10,"{""entry_window"":30,""range_bars"":30,""stop_range"":1.0,""target_r"":1.0}",9366,-0.03339509291940574,-0.6215195680110971,-1.2096440431027886,-0.7730437555507917,2.0679999999999836,1.1980000000000928,0.82,1.64,False,False,False,True,random_entry_95,13,0.10004270766602605,-0.4059731419149781,0.0,0.01323937646807602,0.016442451420029897,-0.6421984427851968
XAU,F1,11,"{""entry_window"":30,""range_bars"":30,""stop_range"":1.0,""target_r"":2.0}",7526,-0.0017751787088372342,-0.6061560485960363,-1.2105369184832353,-0.8937574593627964,2.0375000000000227,1.191000000000031,0.82,1.64,False,False,False,True,random_entry_95,13,0.10895562051554611,-0.35652776753570664,0.0,0.5283417486048365,0.5271259633271327,-0.6331523014957834
XAU,F1,12,"{""entry_window"":60,""range_bars"":30,""stop_range"":0.5,""target_r"":1.0}",22758,-0.06072589858511332,-1.1809106957402018,-2.3010954928952905,-1.2573536772524154,1.0222500000000991,0.5965000000001055,0.82,1.64,False,True,True,True,random_entry_95,13,0.09060550136215836,-0.9482184356847859,0.0,0.010286492661921082,0.01134106687758151,-1.2180367580008744
XAU,F1,13,"{""entry_window"":60,""range_bars"":30,""stop_range"":0.5,""target_r"":2.0}",17722,0.0030832330950551524,-1.154034257252135,-2.3111517475993257,-1.3591784656230976,0.9954999999999927,0.5850000000000364,0.82,1.64,False,True,True,True,random_entry_95,13,0.09248391829364631,-0.9548734427704187,0.0,0.5192980476244217,0.5181469360117369,-1.1891303282441308
XAU,F1,14,"{""entry_window"":60,""range_bars"":30,""stop_range"":1.0,""target_r"":1.0}",13606,-0.02328226078811952,-0.5916999386268788,-1.160117616465638,-0.7467213500677996,2.074999999999932,1.211999999999989,0.82,1.64,False,False,False,True,random_entry_95,13,0.09334117301190652,-0.45372714343587345,0.0,0.014581802146111999,0.013383801264148168,-0.6118191397387006
XAU,F1,15,"{""entry_window"":60,""range_bars"":30,""stop_range"":1.0,""target_r"":2.0}",9663,0.013416123878432266,-0.5741389274470968,-1.161693978772626,-0.8665981564866578,2.053000000000111,1.1999999999999318,0.82,1.64,False,False,False,True,random_entry_95,13,0.10193521680637484,-0.3947477804009169,0.0,0.5290437752250853,0.5235020180068302,-0.5931492332311693
XAU,F2,0,"{""compression"":0.5,""expansion"":1.0,""long_window"":60,""short_window"":10,""stop_atr"":1.0,""target_r"":1.0}",48982,-0.026356620799592428,-10.102299986130003,-20.178243351460413,-10.107566555795392,0.31787500000007185,0.20544999999992797,0.82,1.64,True,True,True,True,random_entry_95,13,0.0932383324486546,-2.6433405234039444,0.0,0.00786003021518108,0.006349271160834585,-10.777471542612707
XAU,F2,1,"{""compression"":0.5,""expansion"":1.0,""long_window"":60,""short_window"":10,""stop_atr"":1.0,""target_r"":2.0}",46322,0.08760416216895436,-10.11233336756974,-20.312270897308434,-10.161064562334147,0.31789166666669644,0.20538333333342962,0.82,1.64,True,True,True,True,random_entry_95,13,0.09278528560942964,-2.556841398763036,0.0,0.5129819524200164,0.5110228401191659,-10.80591194274513
XAU,F2,2,"{""compression"":0.5,""expansion"":1.5,""long_window"":60,""short_window"":10,""stop_atr"":1.0,""target_r"":1.0}",21152,-0.05025529500785139,-19.363800926829974,-38.677346558652104,-19.367886863138896,0.2987750000000915,0.19167916666657447,0.82,1.64,True,True,True,True,random_entry_95,13,0.0974375945537065,-2.8756041396114265,0.0,0.009176437216338878,0.012202155824508319,-20.98749927745251
XAU,F2,3,"{""compression"":0.5,""expansion"":1.5,""long_window"":60,""short_window"":10,""stop_atr"":1.0,""target_r"":2.0}",20959,0.06756047521302098,-19.424955095625126,-38.91747066646328,-19.465320912671167,0.2988000000000284,0.19174999999995634,0.82,1.64,True,True,True,True,random_entry_95,13,0.09761916121952383,-2.8013237022054374,0.0,0.5173982537334796,0.5208263753041653,-21.073060211377825
XAU,F2,4,"{""compression"":0.75,""expansion"":1.0,""long_window"":60,""short_window"":10,""stop_atr"":1.0,""target_r"":1.0}",228464,-0.038200949029792326,-4.520151827391925,-9.002102705754057,-4.525599235328262,0.3286000000000513,0.2164124999999899,0.82,1.64,True,True,True,True,random_entry_95,13,0.08592163316758877,-2.4545195463785414,0.0,0.0032315813432313187,0.002842460956649623,-4.738010205277362
XAU,F2,5,"{""compression"":0.75,""expansion"":1.0,""long_window"":60,""short_window"":10,""stop_atr"":1.0,""target_r"":2.0}",187116,0.07192168003678397,-4.620551150451692,-9.31302398094017,-4.669222341861371,0.3267166666666981,0.2143666666665922,0.82,1.64,True,True,True,True,random_entry_95,13,0.0870796725026187,-2.370428525322646,0.0,0.50523472070801,0.5057894568075418,-4.851037773025348
XAU,F2,6,"{""compression"":0.75,""expansion"":1.5,""long_window"":60,""short_window"":10,""stop_atr"":1.0,""target_r"":1.0}",114958,-0.05128502963396228,-6.053059624550071,-12.05483421946618,-6.057787807325642,0.31990833333327373,0.21073749999999336,0.82,1.64,True,True,True,True,random_entry_95,13,0.0855877798848275,-2.549217720694977,0.0,0.00398406374501992,0.004876563614537481,-6.397899353936594
XAU,F2,7,"{""compression"":0.75,""expansion"":1.5,""long_window"":60,""short_window"":10,""stop_atr"":1.0,""target_r"":2.0}",107831,0.061616619714114994,-6.089521497602993,-12.240659614920098,-6.13408313280575,0.3189500000000862,0.20965000000001055,0.82,1.64,True,True,True,True,random_entry_95,13,0.08614405875861302,-2.4552489460560034,0.0,0.5082100694605447,0.5070429653810128,-6.441460432178761
XAU,F2,8,"{""compression"":0.5,""expansion"":1.0,""long_window"":60,""short_window"":20,""stop_atr"":1.0,""target_r"":1.0}",10729,-0.034096287669123385,-35.21815174436442,-70.40220720105972,-35.22360922682702,0.284266666666781,0.17713333333335868,0.82,1.64,True,True,True,True,random_entry_95,13,0.1179979494827104,-3.163466473301728,0.0,0.016879485506570972,0.014502749557274658,-38.71922106146895
XAU,F2,9,"{""compression"":0.5,""expansion"":1.0,""long_window"":60,""short_window"":20,""stop_atr"":1.0,""target_r"":2.0}",10178,0.10135718937371543,-35.61564757820831,-71.33265234579035,-35.65744642726609,0.28425833333335504,0.1771500000000401,0.82,1.64,True,True,True,True,random_entry_95,13,0.11623108665749655,-3.0407516592607404,0.0,0.5236097465120848,0.5251572018078208,-39.213838812454405
XAU,F2,10,"{""compression"":0.5,""expansion"":1.5,""long_window"":60,""short_window"":20,""stop_atr"":1.0,""target_r"":1.0}",4579,-0.0639877702568657,-77.36479691696665,-154.66560606367642,-77.36814347001834,0.25528333333340925,0.15409166666665897,0.82,1.64,True,True,True,True,random_entry_95,13,0.11989517361869403,-3.748909782156345,0.0,0.021205503385018556,0.022493994321904347,-86.53946978981892
XAU,F2,11,"{""compression"":0.5,""expansion"":1.5,""long_window"":60,""short_window"":20,""stop_atr"":1.0,""target_r"":2.0}",4547,0.09192874422460581,-77.50747301792985,-155.10687478008435,-77.53823955348956,0.25576666666665915,0.15470833333336032,0.82,1.64,True,True,True,True,random_entry_95,13,0.1200791730811524,-3.678396961643556,5.551115123125783e-17,0.5320321090829119,0.5347042005718056,-86.7422919573706
XAU,F2,12,"{""compression"":0.75,""expansion"":1.0,""long_window"":60,""short_window"":20,""stop_atr"":1.0,""target_r"":1.0}",124558,-0.034841753001828575,-5.749784378017534,-11.464727003033241,-5.7555451880526745,0.32560833333343453,0.21325416666667252,0.82,1.64,True,True,True,True,random_entry_95,13,0.08746929141444147,-2.5011284682454566,0.0,0.004612309125066233,0.004706241269127634,-6.05510057404556
XAU,F2,13,"{""compression"":0.75,""expansion"":1.0,""long_window"":60,""short_window"":20,""stop_atr"":1.0,""target_r"":2.0}",102008,0.07966643276455732,-6.025850841165737,-12.131368115096032,-6.075257623555051,0.3246916666665811,0.2119833333333645,0.82,1.64,True,True,True,True,random_entry_95,13,0.08894400439181241,-2.4081266851151555,0.0,0.5065303701670457,0.508058191514391,-6.356827267440549
XAU,F2,14,"{""compression"":0.75,""expansion"":1.5,""long_window"":60,""short_window"":20,""stop_atr"":1.0,""target_r"":1.0}",61768,-0.0546723222381489,-8.550061983303832,-17.045451644369518,-8.55493818271653,0.31481666666672936,0.20618333333339933,0.82,1.64,True,True,True,True,random_entry_95,13,0.08790959720243492,-2.625826728488123,0.0,0.006349566118378447,0.006715451366403311,-9.077365614091391
XAU,F2,15,"{""compression"":0.75,""expansion"":1.5,""long_window"":60,""short_window"":20,""stop_atr"":1.0,""target_r"":2.0}",57726,0.06352423517982453,-8.775360430343342,-17.61424509586651,-8.819971884005355,0.3139916666667659,0.20546666666677993,0.82,1.64,True,True,True,True,random_entry_95,13,0.08852163669750199,-2.55117032454593,0.0,0.5103835360149672,0.5112800124727159,-9.332761415709186
XAU,F3,0,"{""lookback"":15,""risk_window"":30,""sessions"":[""london""],""stop_atr"":1.0,""target_r"":1.0,""threshold"":0.001}",65608,-0.09596390684062842,-1.9316061666155193,-3.76724842639041,-1.940319013266863,0.48043333333339433,0.35923333333334995,0.82,1.64,True,True,True,True,random_entry_95,13,0.12772832581392513,-1.6225965333388306,0.0,0.006772039995122545,0.005705096939397633,-2.0081384934349304
XAU,F3,1,"{""lookback"":15,""risk_window"":30,""sessions"":[""london""],""stop_atr"":1.0,""target_r"":2.0,""threshold"":0.001}",48907,-0.0005725151818764961,-1.8790167896343397,-3.7574610640868036,-1.9589266706366342,0.470299999999952,0.351166666666586,0.82,1.64,True,True,True,True,random_entry_95,13,0.12515590815220726,-1.5438923452577917,0.0,0.5114768846995318,0.5116333040260085,-1.9516622081877038
XAU,F3,2,"{""lookback"":15,""risk_window"":30,""sessions"":[""new_york""],""stop_atr"":1.0,""target_r"":1.0,""threshold"":0.001}",151123,-0.07848573678394137,-1.5782133939071064,-3.077941051030271,-1.601792803877494,0.6251333333332241,0.4444666666665853,0.82,1.64,True,True,True,True,random_entry_95,13,0.11940604673014697,-1.1301366622455982,0.0,0.004377229144471721,0.0037803643389821527,-1.637930554062829
XAU,F3,3,"{""lookback"":15,""risk_window"":30,""sessions"":[""new_york""],""stop_atr"":1.0,""target_r"":2.0,""threshold"":0.001}",108742,0.02548233433264442,-1.5301289601501114,-3.0857402546328663,-1.6625319231505375,0.6062333333334209,0.43153333333339106,0.82,1.64,True,True,True,True,random_entry_95,13,0.11715804381011936,-1.0527872849587139,0.0,0.5075426238252009,0.5068170532085119,-1.5885132975357892
XAU,F3,4,"{""lookback"":15,""risk_window"":30,""sessions"":[""london""],""stop_atr"":1.0,""target_r"":1.0,""threshold"":0.002}",15497,-0.13789765761115041,-1.4908117980675875,-2.8437259385240243,-1.515385983489526,0.647666666666737,0.47803333333331466,0.82,1.64,True,True,True,True,random_entry_95,13,0.18261599019165,-1.1741268404921295,0.0,0.010782732141704844,0.012725043556817445,-1.5775629794179113
XAU,F3,5,"{""lookback"":15,""risk_window"":30,""sessions"":[""london""],""stop_atr"":1.0,""target_r"":2.0,""threshold"":0.002}",12097,-0.05464164668926176,-1.4451959430995,-2.8357502395097383,-1.580025236632033,0.629566666666733,0.4669333333333725,0.82,1.64,True,True,True,True,random_entry_95,13,0.18012730429031992,-1.0603762119553732,0.0,0.5210176076713234,0.5199636273456228,-1.528566611518034
XAU,F3,6,"{""lookback"":15,""risk_window"":30,""sessions"":[""new_york""],""stop_atr"":1.0,""target_r"":1.0,""threshold"":0.002}",54607,-0.08920101818447586,-1.2354833986130753,-2.3817657790416744,-1.2793767108608947,0.8322000000000571,0.6014999999999873,0.82,1.64,False,True,True,True,random_entry_95,13,0.15065834050579596,-0.8456373155140304,0.0,0.007101653634149462,0.006980790008606953,-1.290775281250222
XAU,F3,7,"{""lookback"":15,""risk_window"":30,""sessions"":[""new_york""],""stop_atr"":1.0,""target_r"":2.0,""threshold"":0.002}",41242,0.019397701372396155,-1.1777691441129732,-2.374935989598342,-1.3646327689580304,0.8085666666665929,0.5854333333334125,0.82,1.64,True,True,True,True,random_entry_95,13,0.14751951893700596,-0.7301437968051931,0.0,0.5120859803113331,0.5128861354929442,-1.2321996880659554
XAU,F3,8,"{""lookback"":30,""risk_window"":30,""sessions"":[""london""],""stop_atr"":1.0,""target_r"":1.0,""threshold"":0.001}",90623,-0.08175628703529998,-2.0523116505271637,-4.022867014019028,-2.059182388588327,0.44973333333336996,0.33303333333333285,0.82,1.64,True,True,True,True,random_entry_95,13,0.11764121690961456,-1.711796292800936,0.0,0.005665228474007701,0.005220529004778036,-2.1289006874011513
